Joshua Project People Group Data

ROL3,Language,Status,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
sjs,"Senhaja Berber",L,1,1,Y,0,,,,N,N,,6,Islam
sef,"Senoufo, Cebaara",L,3,4,N,5,2010,1982-1995,1960,Y,Y,,4,"Ethnic Religions"
dyi,"Senoufo, Djimini",L,1,1,Y,5,2015,1993,1989-1998,Y,Y,dyi,6,Islam
myk,"Senoufo, Mamara",L,1,1,Y,4,,2006,1967-2007,Y,Y,1140,6,Islam
sen,"Senoufo, Nanerige",L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
sev,"Senoufo, Nyarafolo",L,1,1,Y,3,,,Yes,Y,Y,,6,Islam
plr,"Senoufo, Palaka",L,1,1,Y,2,,,,N,Y,,6,Islam
seq,"Senoufo, Senara",L,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
seb,"Senoufo, Shempire",L,2,2,N,2,,,,N,N,,4,"Ethnic Religions"
sep,"Senoufo, Sicite",L,2,4,N,4,,2017,1995-1999,N,Y,,4,"Ethnic Religions"
spp,"Senoufo, Supyire",L,2,1,Y,4,,2008,1979-1998,Y,Y,1145,6,Islam
shz,"Senoufo, Syenara",L,1,2,N,2,,,,N,N,,4,"Ethnic Religions"
tgw,"Senoufo, Tagwana",L,1,4,N,5,2010,1987,Yes,Y,Y,,6,Islam
set,Sentani,L,1,2,N,4,,1997,1982-1992,N,Y,,4,"Ethnic Religions"
std,Sentinel,L,1,1,Y,1,,,,N,N,,9,Unknown
spb,Sepa,L,1,4,N,1,,,,N,N,,6,Islam
spe,Sepa,L,1,5,N,1,,,,N,N,,1,Christianity
sry,Sera,L,1,5,N,0,,,,N,Y,,1,Christianity
srp,Serbian,L,58,3,N,5,1804-1868,1563-1997,1564-1992,Y,Y,202,1,Christianity
swf,Sere,N,,,N,0,,,,N,N,,,
srr,Serer-Sine,L,3,2,N,5,2008,1987,1979-1995,Y,Y,,6,Islam
sei,Seri,L,1,5,N,4,,1982,1966-1968,N,Y,,1,Christianity
sve,Serili,N,1,4,N,0,,,,N,N,,1,Christianity
ser,Serrano,N,,,N,0,,,,N,N,,,
seu,Serui-Laut,L,1,4,N,0,,,,N,Y,,1,Christianity
stf,Seta,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
stm,Setaman,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
sbi,Seti,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
tsn,Setswana,L,25,5,N,5,1857-1993,1840-1994,1830-1966,Y,Y,185,1,Christianity
sta,Settla,N,,,N,0,,,,N,N,,,
sew,"Sewa Bay",L,1,5,N,1,,,,N,Y,,1,Christianity
crs,"Seychelles Creole French",L,4,4,N,5,2014,2000,1974-1984,Y,N,1053,1,Christianity
sze,Seze,L,1,4,N,0,,,,N,N,,6,Islam
scw,Sha,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
sdb,Shabak,L,1,1,Y,0,,,,N,N,,6,Islam
sbf,Shabo,L,,,N,1,,,,N,N,,,
srz,Shahmirzadi,L,1,1,Y,1,,,,N,Y,,6,Islam
shm,Shahrudi,L,1,1,Y,0,,,,N,Y,,6,Islam
sha,Shall-Zwall,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
sqa,Shama-Sambuga,L,1,2,N,2,,,,N,N,,4,"Ethnic Religions"
xsh,Shamang,L,1,,N,1,,,,N,N,,,
ksb,Shambala,L,1,5,N,4,,1908,1896-1960,Y,Y,ksb,6,Islam
shn,Shan,L,5,1,Y,5,1892-1995,1882-1995,1871-1995,Y,Y,1290,2,Buddhism
swo,Shanenawa,N,,,N,0,,,,N,Y,,,
sho,Shanga,L,1,1,Y,0,,,,N,Y,,6,Islam
mcd,Sharanahua,L,2,4,N,4,,1996-2008,1973-2002,N,Y,522,4,"Ethnic Religions"
ssv,"Shark Bay",L,1,5,N,1,,,,N,N,,1,Christianity
swq,Sharwa,L,1,1,Y,1,,,,N,N,,6,Islam
shj,Shatt,L,1,1,Y,0,,,,N,Y,,6,Islam
sqh,Shau,N,,,N,0,,,,N,N,,,
cbt,Shawi,L,1,2,N,4,,1978-2011,1964-1991,Y,Y,544,4,"Ethnic Religions"
sjw,Shawnee,N,1,4,N,3,,,1842-1929,N,N,,1,Christianity
shx,She,L,,,N,0,,,,N,N,,,
shv,Shehri,L,2,1,Y,0,,,,N,N,,6,Islam
swv,Shekhawati,L,249,1,Y,3,,,Yes,Y,Y,,5,Hinduism
moy,Shekkacho,L,1,5,N,3,,,2004,Y,Y,,1,Christianity
she,Sheko,L,1,5,N,3,,,2015,N,Y,,1,Christianity
sth,Shelta,L,3,4,N,1,,,,N,N,,1,Christianity
shl,Shendu,L,,,N,1,,,,N,N,,,
scv,Sheni,N,,,N,0,,,,N,Y,,,
bun,Sherbro,L,1,4,N,3,,,Yes,Y,Y,,4,"Ethnic Religions"
sdp,Sherdukpen,L,1,1,Y,1,,,,N,Y,,2,Buddhism
xsr,Sherpa,L,25,2,N,4,,2014,1975-2008,Y,Y,1337,2,Buddhism
shr,Shi,L,1,5,N,5,1997,1961-1977,1953-1958,Y,Y,,1,Christianity
gua,Shiki,N,1,2,N,0,,,,N,Y,,6,Islam
shk,Shilluk,L,2,5,N,5,2012,1977,1911-1998,Y,Y,,4,"Ethnic Religions"
scl,Shina,L,58,1,Y,3,,,1929,N,Y,,6,Islam
plk,"Shina, Kohistani",L,89,1,Y,1,,,,N,Y,,6,Islam
shp,Shipibo-Conibo,L,2,4,N,4,,1983-2012,1954-1976,Y,Y,673,1,Christianity
sle,Sholaga,L,2,1,Y,1,,,,N,Y,,5,Hinduism
sii,"Shom Peng",L,1,1,Y,1,,,,N,N,,9,Unknown
sna,Shona,L,11,5,N,5,1949-1980,1907,1897-1994,Y,Y,32,1,Christianity
bcv,Shoo-Minda-Nye,L,1,4,N,1,,,,N,Y,,1,Christianity
cjs,Shor,L,3,1,Y,3,,,2004-2011,N,N,,6,Islam
shh,Shoshoni,L,1,4,N,3,,,1986,N,Y,,1,Christianity
shg,Shua,L,1,4,N,3,,,1978,N,Y,,4,"Ethnic Religions"
jiv,Shuar,L,1,2,N,5,2010,1976-1983,1939-1966,Y,Y,597,4,"Ethnic Religions"
suj,Shubi,L,1,5,N,2,,,,N,Y,,1,Christianity
sgh,Shughni,L,2,1,Y,3,,,2001,Y,Y,,6,Islam
sxg,Shuhi,L,1,1,Y,1,,,,N,N,,2,Buddhism
sts,Shumashti,L,1,1,Y,1,,,,N,Y,,6,Islam
scu,Shumcho,L,4,1,Y,1,,,,N,Y,,5,Hinduism
shs,Shuswap,N,1,4,N,0,,,,N,Y,,1,Christianity
ksa,Shuwa-Zamani,L,1,1,Y,1,,,,N,Y,,6,Islam
shw,Shwai,L,1,4,N,1,,,,N,Y,,6,Islam
slw,Sialum,L,1,5,N,1,,,,N,N,,1,Christianity
sif,Siamou,L,2,1,Y,3,,,2009,N,Y,,4,"Ethnic Religions"
spg,Sian,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
snp,Siane,L,1,5,N,4,,1991-1997,1964-1994,N,Y,1195,1,Christianity
sya,Siang,L,1,1,Y,2,,,,N,Y,,4,"Ethnic Religions"
sjr,Siar-Lak,L,1,5,N,3,,,2007-2012,N,Y,,1,Christianity
mmp,Siawi,L,1,4,N,4,,1992–1998,1992-1998,N,Y,,4,"Ethnic Religions"
nco,Sibe,L,1,5,N,3,,,1984,N,Y,,1,Christianity
scn,Sicilian,L,2,3,N,3,,,1860,N,Y,,1,Christianity
sid,Sidamo,L,1,5,N,5,2015,1990,1933-2007,Y,Y,,1,Christianity
erg,Sie,L,1,5,N,4,,1909,1864-1914,N,Y,,1,Christianity
sgx,"Sierra Leone Sign Language",L,1,,N,1,,,,N,N,,6,Islam
sxe,Sighu,N,1,4,N,0,,,,N,N,,1,Christianity
dse,"Sign Language of the Netherlands",L,1,,N,2,,,,N,N,,7,Non-Religious
snr,Sihan,L,1,5,N,1,,,,N,N,,1,Christianity
ski,Sika,L,1,5,N,1,,,,N,N,,1,Christianity
sky,Sikaiana,N,1,5,N,2,,,,N,Y,,1,Christianity
tty,Sikaritai,L,1,5,N,3,,,1992,N,Y,,1,Christianity
sik,Sikiana,N,2,4,N,0,,,,N,N,,4,"Ethnic Religions"
sip,Sikkimese,L,48,1,Y,0,,,,N,Y,,2,Buddhism
skh,Sikule,L,1,1,Y,1,,,,N,N,,6,Islam
slt,Sila,L,2,1,Y,1,,,,N,N,,4,"Ethnic Religions"
szl,Silesian,L,1,3,N,1,,,,N,N,,1,Christianity
sli,"Silesian, Lower",L,2,3,N,1,,,,N,N,,1,Christianity
wul,Silimo,L,1,4,N,4,,1992,1995,N,N,,4,"Ethnic Religions"
mkc,Siliput,L,1,5,N,1,,,,N,Y,,1,Christianity
xsp,Silopi,L,1,5,N,1,,,,N,N,,1,Christianity
stv,Silt'e,L,1,1,Y,3,,,1981-2010,Y,Y,,6,Islam
sie,Simaa,L,5,5,N,3,,,Yes,Y,Y,,4,"Ethnic Religions"
sbw,Simba,N,1,2,N,0,,,,N,N,,4,"Ethnic Religions"
smg,Simbali,L,1,5,N,1,,,,N,N,,1,Christianity
smb,Simbari,L,1,5,N,3,,,2006-2010,N,N,,1,Christianity
sbb,Simbo,L,1,5,N,3,,,2013,N,Y,,1,Christianity
smz,Simeku,L,1,5,N,1,,,,N,N,,1,Christianity
smr,Simeulue,L,1,1,Y,0,,,,N,N,,6,Islam
smt,Simte,L,2,3,N,5,1992,1975,1957,N,Y,smt,1,Christianity
siu,Sinagen,L,1,5,N,2,,,,N,Y,,1,Christianity
sst,Sinasina,L,1,5,N,4,,1975,1967-1980,Y,Y,,1,Christianity
snc,Sinaugoro,L,1,5,N,4,,1995,1991,Y,Y,1346,1,Christianity
snd,Sindhi,L,373,1,Y,5,1954,1890-1992,1825-1981,Y,Y,722,6,Islam
sbn,"Sindhi Bhil",L,14,1,Y,1,,,,N,Y,,5,Hinduism
sls,"Singapore Sign Language",L,1,,N,1,,,,N,N,,2,Buddhism
sgp,Singpho,L,2,2,N,5,Yes,Yes,1907,N,Y,,2,Buddhism
sin,Sinhala,L,49,2,N,5,1823-1982,1776-1991,1739-1966,Y,Y,sin,2,Buddhism
hmz,"Sinicized Miao",L,2,1,Y,3,,,Yes,Y,Y,,4,"Ethnic Religions"
skq,Sininkere,L,1,4,N,0,,,,N,Y,,6,Islam
sys,Sinyar,L,1,1,Y,1,,,,N,Y,,6,Islam
xsi,Sio,L,1,5,N,4,,1995,1988,N,N,974,1,Christianity
snn,Siona,L,2,5,N,4,,1982-2009,1965,N,Y,271,1,Christianity
qum,Sipakapense,L,1,5,N,3,,,1992-1998,N,Y,,1,Christianity
swj,Sira,L,1,5,N,3,,,1954,N,Y,,1,Christianity
fos,Siraya,N,,,N,3,,,1661,N,N,,,
sir,Siri,N,1,4,N,0,,,,N,Y,,6,Islam
sri,Siriano,L,1,4,N,4,,1998-2009,1993,N,N,1075,1,Christianity
srq,Siriono,L,1,4,N,4,,1977,1964,N,Y,705,1,Christianity
srx,Sirmauri,L,45,1,Y,4,,2017,Yes,Y,Y,,5,Hinduism
ssd,Siroi,L,1,5,N,4,,1975-2000,1971-2000,N,N,1280,1,Christianity
sbq,Sirva,L,1,5,N,0,,,,N,N,,1,Christianity
sil,"Sisaala, Tumulung",L,1,4,N,5,2014,1984,1972-2011,Y,Y,,4,"Ethnic Religions"
ssl,"Sisaala, Western",L,1,2,N,3,,,1978,N,N,,4,"Ethnic Religions"
sih,Sishee,N,,,N,0,,,,N,N,,,
sld,Sissala,L,1,4,N,4,,1999,1995,N,Y,,4,"Ethnic Religions"
sso,Sissano,L,1,5,N,3,,,2011–2013,N,Y,,1,Christianity
sis,Siuslaw,N,,,N,0,,,,N,N,,,
siy,Sivandi,L,1,1,Y,0,,,,N,Y,,6,Islam
lsv,"Sivia Sign Language",L,,,N,1,,,,N,N,,,
siw,Siwai,L,1,5,N,4,,1977,1952-1968,N,Y,,1,Christianity
siz,Siwi,L,2,1,Y,0,,,,N,N,,6,Islam
akp,Siwu,L,1,5,N,4,,2009,2003-2005,N,Y,akp,1,Christianity
ska,Skagit,N,,,N,0,,,,N,N,,,
skv,Skou,L,1,4,N,1,,,,N,Y,,1,Christianity
scs,"Slavey, North",L,1,4,N,3,,,1862-1973,N,Y,,1,Christianity
xsl,"Slavey, South",L,1,4,N,4,,1891,1868-1973,Y,N,,1,Christianity
svm,Slavomolisano,L,1,3,N,0,,,,N,N,,1,Christianity
chu,"Slavonic, Church",N,,,N,5,1581-1751,1580,1491-1580,N,N,,,
slk,Slovak,L,27,3,N,5,1832-1999,1913-1995,1904-1995,Y,Y,644,1,Christianity
svk,"Slovakian Sign Language",L,1,,N,2,,,,N,N,,1,Christianity
slv,Slovene,L,15,3,N,5,1584-1996,1577-1985,1555-1993,Y,Y,376,1,Christianity
sno,Snohomish,N,,,N,0,,,,N,N,,,
soc,So,L,1,4,N,4,,1920,1909-1915,N,Y,,1,Christianity
sss,So,L,2,1,Y,3,,,1980-2014,N,Y,,2,Buddhism
ssq,So'a,L,1,4,N,1,,,,N,N,,1,Christianity
sob,Sobei,L,1,4,N,0,,,,N,Y,,1,Christianity
xog,Soga,L,2,5,N,5,2015,1999,1896-2011,Y,Y,xog,1,Christianity
soj,Soi,L,1,1,Y,1,,,,N,N,,6,Islam
sok,Sokoro,L,2,4,N,3,,,2001–2013,N,Y,,6,Islam
sby,Soli,L,1,5,N,3,,,Yes,Y,Y,,1,Christianity
szs,"Solomon Islands Sign Language",L,1,,N,1,,,,N,N,,1,Christianity
aaw,Solong,L,1,5,N,1,,,,N,Y,,1,Christianity
sol,Solos,L,1,5,N,2,,,,N,Y,,1,Christianity
smc,Som,L,1,5,N,0,,,,N,N,,1,Christianity
som,Somali,L,28,1,Y,5,1979,1972-1976,1915-1935,Y,Y,827,6,Islam
bmu,Somba-Siawari,L,1,5,N,4,,1996,1984-1992,Y,Y,963,1,Christianity
sor,Somrai,L,1,5,N,3,,,1999–2012,N,Y,,1,Christianity
smu,Somray,N,1,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
kgt,Somyev,N,1,2,N,0,,,,N,N,,4,"Ethnic Religions"
ysg,Sonaga,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
shc,Sonde,L,1,4,N,2,,,,N,Y,,1,Christianity
sop,Songe,L,1,5,N,5,2008-2010,1952-1978,1920-1981,Y,Y,sop,1,Christianity
hmb,"Songhay, Humburi Senni",L,2,1,Y,4,,1936,Yes,N,Y,,6,Islam
khq,"Songhay, Koyra Chiini",L,1,1,Y,4,,1936,1928,Y,Y,,6,Islam
ses,"Songhay, Koyraboro Senni",L,5,1,Y,5,2014,2014,2004,Y,Y,ses,6,Islam
nsx,Songo,L,1,5,N,3,,,1936-1978,N,N,,1,Christianity
soo,Songo,L,1,4,N,1,,,,N,Y,,1,Christianity
soe,Songomeno,L,1,4,N,1,,,,N,Y,,1,Christianity
sod,Songoora,L,1,4,N,2,,,,N,N,,1,Christianity
soi,Sonha,L,5,1,Y,2,,,,N,Y,,5,Hinduism
siq,Sonia,N,1,5,N,0,,,,N,N,,1,Christianity
snk,Soninke,L,9,1,Y,3,,,2001-2012,Y,Y,,6,Islam
sov,Sonsorolese,L,2,5,N,2,,,,N,N,,1,Christianity
teu,Soo,N,,,N,0,,,,N,N,,,
urw,Sop,L,1,5,N,3,,,2007–2015,N,N,urw,1,Christianity
sqt,Soqotri,N,2,1,Y,3,,,1902,N,N,,6,Islam
srb,Sora,L,52,3,N,5,1992-2004,1965-1996,1939-1985,Y,Y,,5,Hinduism
dsb,"Sorbian, Lower",N,2,3,N,5,1796-1824,1709-1860,1753,N,N,,1,Christianity
hsb,"Sorbian, Upper",L,,,N,5,1728-1797,1706-1966,1670-1960,N,N,,,
sbh,Sori-Harengan,L,1,5,N,1,,,,N,Y,,1,Christianity
sqo,Sorkhei,L,1,1,Y,1,,,,N,N,,6,Islam
bks,"Sorsoganon, Northern",L,1,5,N,0,,,,N,Y,,1,Christianity
srv,"Sorsoganon, Southern",L,1,5,N,0,,,,N,N,,1,Christianity
sdk,"Sos Kundi",L,1,5,N,3,,,2014,N,N,,1,Christianity
nso,"Sotho, Northern",L,4,5,N,5,1904-2000,2010,1964,Y,Y,256,1,Christianity
sot,"Sotho, Southern",L,5,5,N,5,1878-1989,1855-1982,1839-1993,Y,Y,274,1,Christianity
sqq,Sou,L,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
tlt,"Sou Nama",L,1,2,N,1,,,,N,N,,6,Islam
wha,"Sou Upaa",L,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
mnx,Sougb,L,1,4,N,5,Yes,1997,1965-1969,N,Y,,1,Christianity
sfs,"South African Sign Language",L,1,,N,2,,,,N,N,,1,Christianity
slh,"Southern Lushootseed",N,1,4,N,0,,,,N,N,,1,Christianity
sww,Sowa,N,,,N,0,,,,N,N,,,
sow,Sowanda,L,2,5,N,1,,,,N,N,,1,Christianity
dmy,Sowari,N,1,4,N,0,,,,N,N,,1,Christianity
spa,Spanish,L,360,5,N,5,1553-2000,1543-1999,1514-1985,Y,Y,149,1,Christianity
ssp,"Spanish Sign Language",L,1,,N,3,,,2007–2014,N,N,,1,Christianity
spq,"Spanish, Charapa",L,1,3,N,1,,,,N,N,,1,Christianity
spt,"Spiti Bhoti",L,12,1,Y,2,,,,N,Y,,5,Hinduism
spo,Spokane,N,,,N,0,,,,N,Y,,,
squ,Squamish,N,,,N,0,,,,N,N,,,
srn,"Sranan Tongo",L,6,5,N,5,1997-2011,1829-2002,1966-1997,Y,Y,674,1,Christianity
sci,"Sri Lankan Creole Malay",L,1,1,Y,1,,,,N,N,,6,Islam
sqs,"Sri Lankan Sign Language",L,,,N,0,,,,N,N,,,
stl,Stellingwerfs,L,,,N,5,2010,Yes,Yes,N,N,,,
stt,"Stieng, Budeh",L,1,5,N,4,,2009,1985,N,Y,,1,Christianity
sti,"Stieng, Bulo",L,2,5,N,3,,,1968-1985,N,Y,,1,Christianity
sbu,"Stod Bhoti",L,5,1,Y,1,,,,N,Y,,2,Buddhism
jih,sTodsde,L,1,1,Y,1,,,,N,N,,2,Buddhism
sto,Stoney,L,1,5,N,3,,,1970-1973,N,Y,,1,Christianity
szp,Suabo,L,1,4,N,1,,,,N,Y,,1,Christianity
seo,Suarmin,L,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
swp,Suau,L,2,5,N,4,,1956-1962,1885-1926,Y,Y,,1,Christianity
sxb,Suba,L,1,5,N,4,,2010,1993-2004,Y,Y,484,1,Christianity
ssc,Suba-Simbiti,L,1,4,N,3,,,2009-2012,Y,N,,1,Christianity
syb,"Subanen, Central",L,1,5,N,4,,1992,1973-1983,N,Y,1325,4,"Ethnic Religions"
sfe,"Subanen, Eastern",L,1,2,N,0,,,,N,N,,4,"Ethnic Religions"
stb,"Subanen, Northern",L,1,1,Y,4,,2011,2011,Y,N,,4,"Ethnic Religions"
laa,"Subanen, Southern",L,1,4,N,4,,1982,1939-1967,N,Y,,4,"Ethnic Religions"
skn,"Subanon, Kolibugan",L,1,5,N,3,,,Yes,Y,Y,,6,Islam
suc,"Subanon, Western",L,1,5,N,4,,1996,1971-1974,Y,Y,1324,1,Christianity
xsj,Subi,L,1,4,N,1,,,,N,N,,6,Islam
sut,Subtiaba,N,,,N,0,,,,N,N,,,
tgo,Sudest,L,1,5,N,4,,2014,2009,N,Y,tgo,1,Christianity
sue,Suena,L,1,5,N,4,,1978,1972,Y,N,1206,1,Christianity
sug,Suganga,L,1,4,N,1,,,,N,Y,,1,Christianity
kzs,"Sugut Dusun",L,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
swi,Sui,L,1,1,Y,3,,,Yes,Y,Y,,4,"Ethnic Religions"
sui,Suki,L,1,5,N,4,,1982,1952-1956,N,Y,,1,Christianity
sub,Suku,L,2,5,N,4,,1977,1973,N,N,,1,Christianity
suk,Sukuma,L,2,5,N,5,1960,1925-2005,1895-1995,Y,Y,suk,1,Christianity
syk,Sukur,L,1,4,N,3,,,2017,Y,Y,,4,"Ethnic Religions"
zsu,Sukurum,L,1,5,N,2,,,,N,N,,1,Christianity
szn,Sula,L,1,1,Y,1,,,,N,N,,6,Islam
sua,Sulka,L,1,5,N,4,,1997,1989,N,Y,1208,1,Christianity
srg,Sulod,L,1,5,N,0,,,,N,N,,4,"Ethnic Religions"
sqm,Suma,L,1,5,N,2,,,,N,N,,1,Christianity
siv,Sumariup,L,1,5,N,0,,,,N,N,,1,Christianity
six,Sumau,L,1,5,N,3,,,2007,N,N,,1,Christianity
smw,Sumbawa,L,1,1,Y,3,,,Yes,Y,Y,,6,Islam
suw,Sumbwa,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
ssk,Sunam,L,1,1,Y,1,,,,N,Y,,2,Buddhism
sun,Sunda,L,2,1,Y,5,1891-1991,1877-1978,1854-1998,Y,Y,,6,Islam
ymn,Sunum,N,1,4,N,3,,,2006,N,Y,,1,Christianity
suz,Sunwar,L,6,1,Y,5,2012,1992,1988,Y,Y,789,5,Hinduism
bbw,Supapya,L,1,3,N,2,,,,N,Y,,1,Christianity
tdl,Sur,L,1,2,N,1,,,,N,Y,,4,"Ethnic Religions"
sbj,Surbakhal,L,1,1,Y,1,,,,N,N,,6,Islam
sgj,Surgujia,L,,,N,4,,2017,Yes,Y,Y,,,
suq,Suri,L,1,4,N,3,,,2007–2010,Y,Y,,4,"Ethnic Religions"
sgd,Surigaonon,L,1,5,N,1,,,,N,Y,,1,Christianity
sjp,Surjapuri,L,33,1,Y,3,,,2011,Y,Y,,5,Hinduism
sgz,Sursurunga,L,1,5,N,4,,2009,1979-1987,N,Y,441,1,Christianity
swx,Suruaha,L,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
sru,Surui,L,1,5,N,3,,,1991-2002,N,Y,,4,"Ethnic Religions"
mdz,"Surui Do Para",L,1,3,N,1,,,,N,N,,1,Christianity
sus,Susu,L,7,1,Y,5,2015,1884-2010,1869-1963,Y,Y,893,6,Islam
ssu,Susuami,N,,,N,0,,,,N,N,,,
sdj,Suundi,L,1,5,N,2,,,,N,N,,1,Christianity
swu,Suwawa,L,1,1,Y,0,,,,N,N,,6,Islam
suy,Suya,L,2,2,N,3,,,2007,N,Y,,4,"Ethnic Religions"
syo,Su’ung,N,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
sva,Svan,L,1,3,N,0,,,,N,N,,1,Christianity
swg,Swabian,L,,,N,5,2009,Yes,Yes,N,N,,,
swh,Swahili,L,37,4,N,5,1891-2009,1879-1989,1868-1968,Y,Y,164,6,Islam
swc,"Swahili, Congo",L,1,4,N,5,1960-1997,1929-1992,1921-1955,Y,Y,,6,Islam
ssw,Swati,L,6,5,N,5,1996,1981-1986,1976-1986,Y,Y,604,1,Christianity
swe,Swedish,L,25,4,N,5,1541-1999,1526-1996,1523-1991,Y,Y,154,1,Christianity
swl,"Swedish Sign Language",L,1,,N,3,,,Yes,N,N,,1,Christianity
ssr,"Swiss-French Sign Language",L,,,N,1,,,,N,N,,,
sgg,"Swiss-German Sign Language",L,1,,N,1,,,,N,N,,1,Christianity
slf,"Swiss-Italian Sign Language",L,,,N,1,,,,N,N,,,
sox,Swo,L,1,4,N,3,,,2010,N,N,,1,Christianity
syl,Sylheti,L,202,1,Y,4,,2014,1993,Y,Y,syl,6,Islam
syc,Syriac,N,,,N,5,1645-1891,1555-1920,1625-1904,Y,N,,,
syw,Syuba,L,2,1,Y,3,,,1977,N,Y,,2,Buddhism
lgn,T'apo,L,3,5,N,2,,,,N,N,,4,"Ethnic Religions"
tct,T'en,L,2,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tto,"Ta'oih, Lower",L,1,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
tth,"Ta'oih, Upper",L,2,1,Y,3,,,2010,N,Y,,4,"Ethnic Religions"
tap,Taabwa,L,3,5,N,4,,2007,Yes,N,Y,,1,Christianity
tby,Tabaru,L,1,4,N,4,,2008,1998,Y,Y,,1,Christianity
tab,Tabasaran,L,3,1,Y,4,,2010,1996-2007,Y,Y,,6,Islam
tnm,Tabla,N,1,4,N,3,,,1986-1991,N,Y,,1,Christianity
knv,Tabo,L,1,4,N,4,,2006,1990-2002,N,Y,989,1,Christianity
tzx,Tabriak,L,1,5,N,1,,,,N,N,,1,Christianity
tna,Tacana,L,1,2,N,4,,1981-2009,1969-1973,N,Y,681,4,"Ethnic Religions"
shy,Tachawit,L,6,1,Y,3,,,1950,Y,Y,,6,Islam
shi,Tachelhit,L,7,1,Y,4,,2010,1906-1925,Y,Y,,6,Islam
dsq,Tadaksahak,L,2,1,Y,0,,,,N,Y,,6,Islam
klw,Tado,L,1,3,N,3,,,2014,Y,Y,,1,Christianity
tdy,Tadyawan,L,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
rob,Tae',L,3,2,N,2,,,,Y,N,,6,Islam
tcd,Tafi,L,1,5,N,2,,,,N,Y,,6,Islam
bgs,Tagabawa,L,1,4,N,4,,2004,1952-2005,Y,Y,1116,4,"Ethnic Religions"
klg,Tagakaulo,L,1,5,N,3,,,1964-2009,Y,Y,,4,"Ethnic Religions"
tgl,Tagalog,L,60,5,N,5,1905,1902-1977,1898-1991,Y,Y,144,1,Christianity
oua,Tagargrent,L,1,1,Y,0,,,,N,N,,6,Islam
tbw,Tagbanwa,L,1,4,N,4,,1992,1968-1996,N,N,tbw,4,"Ethnic Religions"
tbk,"Tagbanwa, Calamian",L,1,4,N,4,,2009,1968-1994,Y,Y,1438,4,"Ethnic Religions"
tgt,"Tagbanwa, Central",N,,,N,0,,,,N,N,,,
tbm,Tagbu,L,1,4,N,1,,,,N,N,,1,Christianity
tda,Tagdal,L,1,1,Y,0,,,,N,N,,6,Islam
tgj,Tagin,L,1,3,N,4,,2018,Yes,N,Y,,9,Unknown
tgx,Tagish,N,,,N,0,,,,N,N,,,
tag,Tagoi,L,3,1,Y,1,,,,N,N,,6,Islam
tah,Tahitian,L,6,4,N,5,1838-1913,1829-1988,1818-1861,Y,Y,,1,Christianity
tht,Tahltan,N,1,4,N,0,,,,N,N,,1,Christianity
taw,Tai,L,1,5,N,4,,2013,1995,N,Y,910,1,Christianity
tyr,"Tai Daeng",L,2,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
blt,"Tai Dam",L,6,1,Y,4,,2013–2014,1982-2000,Y,Y,,4,"Ethnic Religions"
twh,"Tai Don",L,4,1,Y,3,,,1969-1992,N,Y,,4,"Ethnic Religions"
tiz,"Tai Hongjin",L,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
tnu,"Tai Khang",L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tjl,"Tai Laing",L,1,1,Y,1,,,,N,N,,2,Buddhism
tlq,"Tai Loi",L,2,1,Y,2,,,,N,Y,,2,Buddhism
thi,"Tai Long",L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tdd,"Tai Nua",L,5,1,Y,3,,,1931-1948,N,Y,,2,Buddhism
tpo,"Tai Pao",L,2,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tmm,"Tai Thanh",L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
cuu,"Tai Ya",L,2,1,Y,3,,,1922,N,N,,4,"Ethnic Religions"
tyj,"Tai Yo",L,2,1,Y,1,,,,N,N,,4,"Ethnic Religions"
gpn,Taiap,N,1,5,N,0,,,,N,N,,1,Christianity
aos,Taikat,L,1,3,N,1,,,,N,N,,1,Christianity
